HenhouseId,Date,AvgPixelCount,AvgBboxWidth,AvgBboxHeight,NumberOfDaysFromStart,PreviousWeight,AverageWeight
159,2024-10-02,690.4013044548363,245.049505,232.30341,8,200.0,234.91763964161524
159,2024-10-03,736.1595702347792,254.715788,241.375975,9,234.91763964161524,271.4385926301059
159,2024-10-04,768.6819888644309,262.436286,248.669866,10,271.4385926301059,310.2459144575951
159,2024-10-05,813.693104352386,271.637776,257.949487,11,310.2459144575951,352.0226606162059
159,2024-10-06,869.2704060844765,281.577469,268.858013,12,352.0226606162059,397.4518865980616
159,2024-10-07,918.7029804727647,291.568093,276.268158,13,397.4518865980616,447.2166478952853
159,2024-10-08,1000.6458462172748,305.123308,290.035609,14,447.2166478952853,502.0
159,2024-10-09,1050.815687037758,313.884311,298.695673,15,502.0,569.2636125547875
159,2024-10-10,1118.9504332057224,325.849526,309.155158,16,569.2636125547875,651.7720055008739
159,2024-10-11,1177.8141067897166,334.117912,318.109204,17,651.7720055008739,743.1625097783486
159,2024-10-12,1236.7325680272108,339.959636,331.549768,18,743.1625097783486,837.0724563273016
159,2024-10-13,1334.8774885145483,352.1832,345.654021,19,837.0724563273016,927.1391760878222
159,2024-10-14,1399.410390199637,360.341864,356.692583,20,927.1391760878222,1007.0
159,2024-10-15,1465.734131736527,371.483746,363.39072,21,1007.0,1076.6683901745444
159,2024-10-16,1537.9685863874345,378.492572,373.525881,22,1076.6683901745444,1141.4165011463838
159,2024-10-17,1621.8938168536395,390.40168,383.790816,23,1141.4165011463838,1202.7697024919346
159,2024-10-18,1689.3790865384615,400.978745,395.440223,24,1202.7697024919346,1262.253363787616
159,2024-10-19,1743.983202945237,411.767848,405.366378,25,1262.253363787616,1321.3928546098455
159,2024-10-20,1816.8112991765781,419.065235,415.519537,26,1321.3928546098455,1381.7135445350407
159,2024-10-21,1909.2433148638881,431.632459,425.059682,27,1381.7135445350407,1444.7408031396194
159,2024-10-22,1976.8091096360724,441.208168,431.981176,28,1444.7408031396194,1512.0
159,2024-10-23,1996.3088304368248,446.57255,438.383114,29,1512.0,1582.6775865774866
159,2024-10-24,2038.0919728527967,448.30336,444.73519,30,1582.6775865774866,1655.1731747964643
159,2024-10-25,2165.203291608716,465.16805,457.259884,31,1655.1731747964643,1729.8318749279692
159,2024-10-26,2224.309506442986,471.313133,466.244976,32,1729.8318749279692,1806.9987972430388
159,2024-10-27,2263.1451096329147,476.248847,469.528203,33,1806.9987972430388,1887.019052012709
159,2024-10-28,2313.16179245283,485.348202,475.375212,34,1887.019052012709,1970.2377495080173
159,2024-10-29,2422.2472165991903,493.416844,488.19318,35,1970.2377495080173,2057.0
159,2024-10-30,2536.9065269943594,504.032801,497.410034,36,2057.0,2148.611210322102
159,2024-10-31,2611.168760240306,507.774172,507.673574,37,2148.611210322102,2245.6947544695076
159,2024-11-01,2714.286498988147,518.341225,518.08026,38,2245.6947544695076,2347.572693455863
159,2024-11-02,2784.8074992618835,527.234071,522.910094,39,2347.572693455863,2453.567088294811
159,2024-11-03,2772.119355857278,525.079535,525.860647,40,2453.567088294811,2563.0
