HenhouseId,Date,AvgPixelCount,AvgBboxWidth,AvgBboxHeight,NumberOfDaysFromStart,PreviousWeight,AverageWeight
153,2024-05-23,251.54682607458014,155.739795,157.261169,0,37.0,42.0
153,2024-05-24,287.95892788276126,165.706255,169.429606,1,42.0,57.0
153,2024-05-25,318.00496428139,174.462789,179.525922,2,57.0,69.0
153,2024-05-26,349.5192516001969,185.071027,187.459743,3,69.0,81.0
153,2024-05-27,393.5344122192927,197.503473,197.920834,4,81.0,106.0
153,2024-05-28,428.50813371469434,207.025527,206.094734,5,106.0,131.0
153,2024-05-29,462.0568305023491,215.546985,214.037009,6,131.0,166.0
153,2024-05-30,509.5813148788927,228.427108,222.52715,7,166.0,196.0
153,2024-05-31,553.6379707916986,238.497947,232.244736,8,196.0,232.0
153,2024-06-01,585.6244692406439,245.377165,239.394344,9,232.0,274.0
153,2024-06-02,633.521498592643,257.858993,248.426122,10,274.0,309.0
153,2024-06-03,675.685644322008,266.610326,258.089478,11,309.0,344.0
153,2024-06-04,717.3440260344026,275.205449,267.255099,12,344.0,392.0
153,2024-06-05,786.5786701777486,290.72912,275.854646,13,392.0,428.0
153,2024-06-06,843.6528957906046,300.386229,286.384644,14,428.0,540.0
153,2024-06-07,907.9688519414922,312.378803,297.829605,15,540.0,588.0
153,2024-06-08,978.4427438430499,322.082736,308.833307,16,588.0,654.0
153,2024-06-09,1044.634131736527,331.150992,319.835215,17,654.0,725.0
153,2024-06-10,1093.9342368704758,336.988413,326.729742,18,725.0,779.0
153,2024-06-11,1155.748731769182,346.867897,335.542947,19,779.0,833.0
153,2024-06-12,1201.370760619032,352.31211,345.430974,20,833.0,900.0
153,2024-06-13,1255.727657004831,359.97729,355.409391,21,900.0,975.0
153,2024-06-14,1339.4336734693877,372.339776,364.228659,22,975.0,1107.0
153,2024-06-15,1422.3046534984935,381.524044,376.88012,23,1107.0,1240.0
153,2024-06-16,1498.0256807997243,392.069808,387.405558,24,1240.0,1292.0
153,2024-06-17,1537.3993966817495,401.988819,393.575197,25,1292.0,1347.0
153,2024-06-18,1609.279217755704,410.724156,403.989944,26,1347.0,1397.0
153,2024-06-19,1639.2640869933625,417.013846,409.547047,27,1397.0,1433.0
153,2024-06-20,1729.3506217773734,428.834425,418.950089,28,1433.0,1470.0
153,2024-06-21,1767.4794767704104,434.117032,427.130978,29,1470.0,1517.9014071350846
153,2024-06-22,1825.115253230358,444.012263,431.345591,30,1517.9014071350846,1572.2023511796808
153,2024-06-23,1898.9234693877552,449.503002,437.948823,31,1572.2023511796808,1633.3685428467793
153,2024-06-24,1988.4277606615858,461.132502,449.981632,32,1633.3685428467793,1701.8656928493701
153,2024-06-25,2044.3089418316831,468.046452,457.891352,33,1701.8656928493701,1778.1595119004437
153,2024-06-26,2109.3206716661234,475.123809,466.271299,34,1778.1595119004437,1862.7157107129904
153,2024-06-27,2168.6478345815694,478.921502,474.355403,35,1862.7157107129904,1956.0
153,2024-06-28,2312.319202898551,493.199239,481.733634,36,1956.0,2058.478090474463
153,2024-06-29,2331.4825591903127,493.965725,493.516618,37,2058.478090474463,2170.6156928493706
153,2024-06-30,2452.4115896011112,506.783722,502.93809,38,2170.6156928493706,2292.878517837711
153,2024-07-01,2496.6676982591875,513.903789,505.290731,39,2292.878517837711,2425.7322761524765
153,2024-07-02,2520.477326498423,512.659907,507.530674,40,2425.7322761524765,2569.642678506656
153,2024-07-03,2640.6504615384615,524.648486,519.267718,41,2569.642678506656,2725.0754356132406
153,2024-07-04,2674.415220024223,531.20308,522.800807,42,2725.0754356132406,2892.4962581852196
155,2024-08-05,831.2445180627859,297.642096,284.57867,13,2892.4962581852196,445.24500473056537
155,2024-08-06,861.7207506702413,301.782979,291.494732,14,445.24500473056537,515.0
155,2024-08-07,1009.57822191592,314.016915,300.750203,15,515.0,584.8164066091485
155,2024-08-08,1141.0282755874155,325.873102,312.872799,16,584.8164066091485,654.6941444794746
155,2024-08-09,1177.1568586821384,330.781179,320.085267,17,654.6941444794746,724.6331335324422
155,2024-08-10,1262.876749435666,344.057765,333.533638,18,724.6331335324422,794.6332936895147
155,2024-08-11,1332.8335112059765,356.946324,344.108569,19,794.6332936895147,864.6945448721561
155,2024-08-12,1401.9532138172278,366.329667,353.839846,20,864.6945448721561,934.8168070018299
155,2024-08-13,1458.4884362401867,375.143023,365.00465,21,934.8168070018299,1005.0
155,2024-08-14,1517.8197932053176,383.49732,371.226334,22,1005.0,1075.22714542129
155,2024-08-15,1596.964446670005,388.904984,384.136362,23,1075.22714542129,1145.492779531441
155,2024-08-16,1662.620534711301,400.488598,391.393057,24,1145.492779531441,1215.814094318593
155,2024-08-17,1714.2613376087952,405.358071,400.901044,25,1215.814094318593,1286.2082817708854
155,2024-08-18,1761.6632851284264,414.126429,404.299769,26,1286.2082817708854,1356.6925338764577
155,2024-08-19,1866.7293525509037,427.126076,416.671811,27,1356.6925338764577,1427.2840426234493
155,2024-08-20,1922.9581018518518,433.87275,424.321245,28,1427.2840426234493,1498.0
155,2024-08-21,1984.7623784761474,439.066662,436.523723,29,1498.0,1568.993440040103
155,2024-08-22,2061.3776582742607,447.490215,444.032021,30,1568.993440040103,1640.300435546268
155,2024-08-23,2088.8259523809525,453.602411,448.431542,31,1640.300435546268,1711.7627366594086
155,2024-08-24,2153.80109739369,467.333932,453.11893,32,1711.7627366594086,1783.2220935204382
155,2024-08-25,2191.1632007233275,468.495531,464.312585,33,1783.2220935204382,1854.5202562702707
155,2024-08-26,2275.7467933491685,480.411826,466.68847,34,1854.5202562702707,1925.4989750498203
155,2024-08-27,2341.3765690376567,486.24204,476.71726,35,1925.4989750498203,1996.0
155,2024-08-28,2475.506486181613,496.737777,486.943065,36,1996.0,2066.108938669117
155,2024-08-29,2590.719441916894,506.469259,494.99515,37,2066.108938669117,2136.0122984481964
155,2024-08-30,2643.100553505535,512.541183,501.551223,38,2136.0122984481964,2205.7031792422304
155,2024-08-31,2745.5078464106846,517.798871,511.959706,39,2205.7031792422304,2275.1746809562096
155,2024-09-01,2790.758563352178,526.012404,518.618114,40,2275.1746809562096,2344.4199034951266
155,2024-09-02,2855.3238316208153,532.187978,524.783722,41,2344.4199034951266,2413.4319467639725
155,2024-09-03,2913.3880398671095,538.619458,530.000149,42,2413.4319467639725,2482.2039106677385
155,2024-09-04,3020.4106450475856,548.915125,540.329605,43,2482.2039106677385,2550.7288951114174
155,2024-09-05,2969.4752286585367,547.623738,538.087477,44,2550.7288951114174,2619.0
159,2024-09-26,430.4355008787346,178.400636,177.303086,2,2619.0,47.539027584517186
159,2024-09-27,478.121853898097,189.908749,190.264831,3,47.539027584517186,74.46331087662072
159,2024-09-28,520.6317507822065,200.495276,198.287158,4,74.46331087662072,103.35407436610656
159,2024-09-29,567.1686920948141,213.491433,207.334242,5,103.35407436610656,134.02879345108886
159,2024-09-30,592.8640730067243,220.048962,214.017449,6,134.02879345108886,166.30494352968196
159,2024-10-01,633.0606388088377,230.685727,222.512097,7,166.30494352968196,200.0
